id,label,mail
34,1,"Subject: you are our lucky winner ! !
de national lottery
po box 1010
liverpool
l 70 lnl
from : the desk of the promotions manager ,
international promotions / prize award department ,
ref no : eea 555125680213 and batch no : 54 / 001 / aye
attention : sir / madam ,
re / award notification
we are pleased to inform you of the announcement 26 th of
february of winners of de national lotto programs held on
the 21 st january , 2005 as part of our first quarter of the
year bonanza .
you or your company , attached to ticket number
034 - 1416 - 4612 - 750 , with serial number 6521 - 11 drew the lucky
numbers 47 - 44 - 20 - 24 - 39 - 43 , and consequently won the lottery
in category c .
you have therefore been approved for a lump sum pay out of
us $ 9 , 000 , 000 ( nine million united states dollars ) in cash
credited to file ref no : eea 555125680213
this is from total prize money of us $ 90 , 000 , 000 . 00 shared
among 10 winners in this category . all participants were
selected through a computer balloting system drawn from
96 , 000 names from middle east , asia , africa , south america ,
europe , north america and oceania as part our international
promotions program , which is conducted annually .
congratulations !
your fund is now deposited with barclays finance security
, due to the mix up of some numbers and names , we ask that
you keep this award strictly from public notice until your
claim has been processed and your money remitted to your
account . this is part of our security protocol to avoid
double claiming or unscrupulous acts by participants of
this program .
we hope with a part of your prize , you will participate in
our end of year high stakes us $ 1 . 3 billion international
lottery .
to begin your claim , please contact your claims agent ;
mr . raymond stein
account director
barclays finance security
satellite phone : + 8821646652944
telephone : + 447040101817
fax : + 447092807619
email : raymond 20 @ doramail . com
raymond 30 @ doramail . com
for due processing and remittance of your prize money to a
designated account of your choice .
remember , you must contact barclays finance security not
later thanl 4 ( fourteen ) banking days upon receipt of this
notification . after this date , all funds will be returned
as unclaimed . all correspondences to mr . raymond stein ,
either by fax or email , should have this email sent along
with it and also , your full address , your country of
residence and your email address to which this email is
sent , should be clearly and boldly written in your response
with your claims agent .
note : in order to avoid unnecessary delays and
complications , please remember to quote your reference and
batch numbe rs in every one of your correspondences with
barclays finance security . furthermore , should therebe any
change of your address , do inform your claims agent as soon
as possible .
congratulations again from all our staff and thank you for
being part of our promotions program .
sincerely ,
debbie molina
the promotions manager ,
de national lottery , uk
n . b . any breach of confidentiality on the part of the
winners will result to disqualification . please do not
reply to this mail . contact your claims agent .
"
35,0,"Subject: change into midcon due to ppa
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 09 / 2000
10 : 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 02 / 09 / 2000 09 : 00 : 49 am
to : "" ami chokshi ""
cc :
subject : change into midcon due to ppa
( see attached file : hpl - feb . xls )
- hpl - feb . xls"
36,0,"Subject: txu nom . for 9 / 27 / 00
ls katy ic will remain on zero . will try to pull firm gas at teco as system
conditions allow .
( see attached file : hplo 927 . xls )
- hplo 927 . xls"
37,0,"Subject: re : meter 0980438 - acock production ? ? ? ? ? ?
vance :
when will the new deal , or deal # 380710 be made retroactive in path
manager ? the close deadline for expense contracts is wednesday october 25 th .
fred
mary poorman @ enron
10 / 24 / 2000 02 : 17 pm
to : vance l taylor / hou / ect @ ect
cc : fred boas / hou / ect @ ect , nick moshou / corp / enron @ enron , cynthia
hakemack / hou / ect @ ect , kristen j hanson / hou / ect @ ect , daren j
farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , robert cotten / hou / ect @ ect ,
tom acton / corp / enron @ enron , jackie morgan / hou / ect @ ect
subject : re : meter 0980438 - acock production ? ? ? ? ? ?
i have spoken with clem , this meter is now "" non - allocatable "" , not unlike
meter 8751 on big cowboy . this meter needs to be set up as a receipt meter
attached to the gulf energy 27 - 009 - 08 agreement . this gas began flowing on
7 / 7 / 00 , so deal ticket 380710 , which begins 9 / 1 / 00 will need to be backed up
to july to account for the purchase of this production .
bob : please email me when the deal ticket is complete so that i can have
fred set up accounting arrangements on gulf energy .
fred : can you please determine whether or not we have paid ccgm for this gas ?
once again , thank you all for your assistance .
mary"
38,0,"Subject: resume - anna cola
anna cola is through a recruiter and would be at a 20 % fee .
? for the last eight years anna has worked consistently as a project gas
accountant .
she has worked in downstream gas marketing with companies such as shell ,
coastal , texaco , tenneco , natural gas clearing house and midcon texas
pipeline .
anna has also worked on upstream accounting with eex and ashland
exploration .
she has gained experience in areas of ap , ar , revenue accounting , joint
interest billing , and gas balancing .
prior to working on a project basis anna was a jib accountant with buttes
resources .
anna is available to start immediately on a project or perm basis .
- cola _ anna . doc"
39,0,"Subject: nov 00
daren - i have flow at one meter with no nom in november and overflow on dec .
1 .
meter last deal # last month of activity counterparty
1351 274772 oct 00 williams terminals holdings
1603 380664 nov 00 hilcorp energy ( overflow from nov )
please let me know if you create a deal for meter 1351 and if you extend the
deal for meter 1603 .
thanks .
aimee"
40,0,"Subject: hpl nom for july 1 , 2000
( see attached file : hplo 701 . xls )
- hplo 701 . xls"
41,0,"Subject: calpine daily gas nomination and monthly ( july ) nomination
> >
- calpine daily gas nomination 1 . doc
- calpine monthly gas nomination _ _ _ . doc"
42,0,"Subject: hpl nom for october 12 , 2000
( see attached file : hplnl 012 . xls )
- hplnl 012 . xls"
43,0,"Subject: march 1 noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 28 / 2000
11 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 02 / 28 / 2000 11 : 10 : 16 am
to : "" ami chokshi ""
cc :
subject : march 1 noms
( see attached file : egmnom - mar . xls )
- egmnom - mar . xls"
44,0,"Subject: meter 984132 for 1 / 16 / 99
hi daren ,
can you give us a status on this request ?
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 08 / 30 / 2000 12 : 22
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
08 / 23 / 2000 12 : 59 pm
to : jackie young / hou / ect @ ect
cc :
subject : meter 984132 for 1 / 16 / 99
jackie ,
what does mops show for the days in question ? it would be incorrect to add
any days to the adonis ticket mentioned below . it sounds as if the meter was
allocated incorrectly in pops and / or a deal was not pathed correctly in
mops . let me know what you find in mops .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 08 / 23 / 2000
12 : 54 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary w lamphier 08 / 22 / 2000 02 : 51 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : meter 984132 for 1 / 16 / 99
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 08 / 22 / 2000
02 : 51 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 08 / 22 / 2000 02 : 07 pm
to : jackie young / hou / ect @ ect , karen lindley / corp / enron @ enron
cc : gary w lamphier / hou / ect @ ect
subject : meter 984132 for 1 / 16 / 99
here is the issue for 1 / 16 / 99 at meter 984132 .
20 , 000 mmbtu were confirmed for adonis in pops . 10 , 000 mmbtu on day 5 and
day 16 . day 16 is not valid for deal 51862 ( track id 6155 ) , which is where
10 , 000 was confirmed . the actual sale to adonis was 10 , 000 which was
invoiced and paid by adonis . we are trying to clear the feedback error
report . my question is why was 10 , 000 confirmed on 1 / 16 / 99 if the date is
not valid for the deal ?
when karen allocates the actual 10 , 000 it is prorating 5 , 000 for each day
that is confirmed ( the 5 th and 16 th ) .
should the whole 10 , 000 be allocated to the 5 th or should 5 , 000 be allocated
to each day ? if 5 , 000 should be allocated to each day , the 16 th needs to be
added to the deal ."
